0.0 0x 0y 0z 1x 1y 1z 2x 2y 2z 3x 3y 3z 4x 4y 4z 5x 5y 5z 6x 6y 6z 7x 7y 7z 8x 8y 8z 9x 9y 9z 10x 10y 10z 11x 11y 11z 12x 12y 12z 13x 13y 13z 14x 14y 14z 15x 15y 15z 16x 16y 16z 17x 17y 17z 18x 18y 18z 19x 19y 19z 20x 20y 20z 21x 21y 21z 22x 22y 22z 23x 23y 23z 24x 24y 24z 25x 25y 25z 26x 26y 26z 27x 27y 27z 28x 28y 28z 29x 29y 29z 30x 30y 30z 31x 31y 31z 32x 32y 32z 33x 33y 33z 34x 34y 34z 35x 35y 35z 36x 36y 36z 37x 37y 37z 38x 38y 38z 39x 39y 39z 40x 40y 40z 41x 41y 41z 42x 42y 42z 43x 43y 43z 44x 44y 44z 45x 45y 45z 46x 46y 46z 47x 47y 47z 48x 48y 48z 49x 49y 49z 50x 50y 50z 51x 51y 51z 52x 52y 52z 53x 53y 53z 54x 54y 54z 55x 55y 55z 56x 56y 56z 57x 57y 57z 58x 58y 58z 59x 59y 59z 60x 60y 60z 61x 61y 61z 62x 62y 62z 63x 63y 63z 64x 64y 64z 65x 65y 65z 66x 66y 66z 67x 67y 67z 68x 68y 68z 69x 69y 69z 70x 70y 70z 71x 71y 71z 72x 72y 72z 73x 73y 73z 74x 74y 74z 75x 75y 75z 76x 76y 76z 77x 77y 77z 78x 78y 78z 79x 79y 79z 80x 80y 80z 81x 81y 81z 82x 82y 82z 83x 83y 83z 84x 84y 84z 85x 85y 85z 86x 86y 86z 87x 87y 87z 88x 88y 88z 89x 89y 89z 90x 90y 90z 91x 91y 91z 92x 92y 92z 93x 93y 93z 94x 94y 94z 95x 95y 95z 96x 96y 96z 97x 97y 97z 98x 98y 98z 99x 99y 99z
1390385944.75 291.728 197.812 1225 288.976 196.243 1234 285.552 195.924 1234 282.263 197.08 1238 279.995 199.44 1238 282.738 199.769 1238 285.959 199.567 1234 289.136 198.833 1229 308.492 196.52 1238 310.943 194.68 1243 314.401 193.846 1247 317.907 194.493 1256 320.424 196.43 1256 317.834 197.164 1256 314.496 197.38 1247 311.225 197.13 1243 291.961 187.648 1229 286.3 187.262 1234 280.261 188.29 1247 276.555 191.086 1247 274.442 194.506 1243 275.537 195.446 1243 278.145 192.775 1243 281.461 191.022 1243 286.583 190.394 1234 291.838 190.485 1229 306.606 186.389 1247 312.208 185.228 1256 318.734 185.374 1270 323.099 187.684 1270 325.614 190.594 1275 324.56 191.813 1270 321.569 189.529 1261 317.791 188.291 1261 312.324 188.383 1247 306.924 189.211 1243 296.318 196.903 1225 295.783 200.303 1225 294.154 203.284 1225 291.602 206.279 1225 292.778 209.672 1225 297.876 208.206 1225 301.683 207.902 1229 307.535 208.615 1238 308.508 205.11 1238 305.75 202.47 1238 304.18 199.693 1238 303.54 196.373 1238 290.352 221.62 1225 292.77 217.132 1221 296.498 213.85 1225 300.25 213.971 1225 303.992 213.251 1225 308.293 215.856 1238 311.53 219.844 1247 308.976 220.824 1243 305.508 221.626 1234 300.853 222.205 1225 296.275 222.514 1221 292.808 222.281 1225 293.224 220.476 1221 296.06 218.012 1221 300.433 217.093 1221 304.954 217.314 1225 308.473 219.19 1238 304.856 218.211 1225 300.523 218.246 1221 296.325 218.912 1221 271.453 202.814 1252 271.267 208.887 1252 271.826 214.811 1261 272.997 220.812 1261 274.881 226.678 1261 277.848 231.816 1265 282.104 235.464 1261 287.537 238.228 1261 294.217 240.017 1261 302.103 240.425 1265 310.024 239.021 1280 317.135 236.409 1294 322.862 232.437 1299 326.983 227.475 1314 329.302 221.749 1522 330.35 215.702 1536 330.847 209.632 1329 330.666 203.833 1329 329.813 197.768 1289 285.793 198.083 1234 314.465 195.955 1247 299.986 206.442 1229 292.364 185.054 1225 286.268 184.656 1229 279.05 185.943 1252 274.218 189.522 1252 271.741 193.411 1252 306.007 183.881 1252 312.054 182.649 1261 319.814 182.884 1270 325.331 185.79 1280 328.196 189.076 1289
1390385944.138 291.762 197.945 1225 289.017 196.357 1229 285.62 196.012 1234 282.348 197.153 1238 280.092 199.507 1238 282.814 199.857 1238 286.01 199.679 1234 289.169 198.958 1229 308.487 196.695 1238 310.943 194.856 1243 314.378 194.025 1243 317.862 194.687 1256 320.356 196.637 1256 317.785 197.371 1256 314.474 197.583 1247 311.225 197.322 1243 291.999 187.59 1229 286.353 187.166 1234 280.308 188.179 1247 276.619 190.994 1247 274.529 194.435 1247 275.612 195.389 1243 278.219 192.693 1243 281.52 190.934 1243 286.638 190.328 1238 291.881 190.457 1229 306.562 186.367 1247 312.176 185.209 1256 318.719 185.382 1265 323.06 187.742 1270 325.558 190.698 1270 324.518 191.926 1270 321.522 189.595 1261 317.757 188.32 1261 312.281 188.396 1252 306.868 189.23 1247 296.315 197.027 1225 295.774 200.454 1225 294.131 203.444 1225 291.529 206.402 1225 292.676 209.828 1225 297.863 208.444 1225 301.67 208.154 1229 307.604 208.814 1238 308.565 205.284 1238 305.763 202.662 1238 304.183 199.869 1238 303.548 196.519 1238 290.069 221.58 1221 292.639 217.187 1221 296.456 213.988 1221 300.237 214.147 1221 304.009 213.409 1229 308.42 215.951 1238 311.815 219.845 1247 309.103 220.901 1243 305.544 221.708 1234 300.845 222.274 1225 296.229 222.568 1225 292.679 222.321 1225 292.816 220.486 1221 295.9 218.106 1221 300.418 217.243 1221 305.109 217.417 1229 308.879 219.208 1238 305.032 218.289 1229 300.509 218.334 1221 296.14 218.979 1221 271.67 202.882 1252 271.467 208.997 1252 271.997 214.915 1261 273.126 220.922 1261 274.971 226.802 1265 277.902 231.936 1265 282.143 235.595 1261 287.552 238.387 1261 294.205 240.215 1261 302.078 240.65 1265 309.991 239.283 1275 317.098 236.694 1294 322.838 232.746 1299 326.973 227.801 1309 329.287 222.105 0 330.321 216.067 1529 330.808 209.995 1324 330.626 204.194 1324 329.785 198.077 1294 285.854 198.184 1234 314.439 196.147 1247 299.975 206.629 1229 292.41 184.984 1225 286.323 184.545 1234 279.085 185.815 1247 274.264 189.423 1252 271.812 193.338 1256 305.967 183.84 1252 312.028 182.611 1261 319.814 182.879 1265 325.311 185.848 1284 328.157 189.186 1284
1390385944.200 291.761 197.917 1225 289.024 196.329 1229 285.63 195.993 1234 282.369 197.143 1238 280.14 199.506 1238 282.838 199.853 1238 286.023 199.667 1234 289.178 198.936 1229 308.444 196.63 1238 310.889 194.774 1243 314.331 193.929 1247 317.828 194.584 1256 320.331 196.534 1256 317.752 197.279 1256 314.43 197.5 1247 311.174 197.247 1243 291.955 187.641 1229 286.324 187.236 1234 280.287 188.262 1247 276.626 191.083 1243 274.574 194.53 1243 275.671 195.463 1243 278.229 192.766 1243 281.496 191.001 1243 286.602 190.383 1234 291.834 190.494 1229 306.507 186.368 1247 312.153 185.193 1256 318.742 185.347 1270 323.103 187.707 1270 325.596 190.66 1275 324.545 191.877 1270 321.554 189.55 1261 317.773 188.281 1261 312.264 188.37 1247 306.82 189.217 1243 296.273 197.013 1225 295.72 200.419 1225 294.076 203.408 1225 291.504 206.386 1225 292.639 209.797 1225 297.713 208.404 1225 301.492 208.104 1229 307.429 208.772 1238 308.405 205.25 1238 305.637 202.63 1238 304.087 199.836 1234 303.476 196.496 1238 290.139 221.62 1221 292.617 217.209 1221 296.351 213.989 1225 300.094 214.139 1221 303.843 213.397 1225 308.223 215.956 1238 311.593 219.856 1247 308.916 220.848 1238 305.377 221.629 1234 300.7 222.193 1225 296.136 222.503 1225 292.658 222.286 1225 292.918 220.502 1221 295.859 218.119 1221 300.281 217.244 1221 304.905 217.422 1225 308.609 219.209 1238 304.816 218.219 1225 300.368 218.25 1221 296.107 218.917 1221 271.913 202.87 1252 271.697 208.938 1252 272.225 214.828 1256 273.346 220.802 1256 275.165 226.665 1261 278.05 231.798 1270 282.222 235.458 1261 287.555 238.255 1261 294.142 240.088 1261 301.959 240.532 1265 309.862 239.174 1275 317 236.605 1294 322.772 232.663 1299 326.935 227.728 1314 329.288 222.015 1529 330.352 215.961 1542 330.861 209.879 1329 330.706 204.054 1324 329.883 197.921 1289 285.87 198.168 1234 314.397 196.06 1247 299.862 206.594 1229 292.365 185.038 1225 286.295 184.62 1234 279.064 185.905 1252 274.267 189.524 1252 271.851 193.45 1256 305.919 183.848 1252 312.012 182.602 1261 319.842 182.848 1270 325.351 185.817 1284 328.186 189.149 1289
1390385944.247 291.749 198.018 1225 288.997 196.464 1229 285.587 196.141 1234 282.312 197.258 1238 280.055 199.555 1238 282.803 199.897 1238 285.996 199.718 1234 289.153 199.004 1229 308.359 196.734 1238 310.787 194.916 1243 314.236 194.093 1243 317.762 194.717 1256 320.347 196.585 1256 317.731 197.335 1256 314.388 197.564 1247 311.117 197.324 1243 291.757 187.76 1229 286.16 187.343 1234 280.167 188.314 1247 276.56 191.107 1243 274.533 194.505 1243 275.627 195.372 1243 278.177 192.724 1243 281.428 191.002 1243 286.474 190.42 1234 291.646 190.541 1229 306.359 186.488 1247 311.958 185.289 1256 318.509 185.374 1265 322.892 187.706 1270 325.465 190.613 1275 324.41 191.809 1270 321.365 189.527 1261 317.566 188.298 1261 312.09 188.414 1247 306.687 189.267 1243 296.217 197.124 1225 295.729 200.513 1225 294.15 203.514 1225 291.633 206.48 1225 292.78 209.807 1225 297.739 208.426 1225 301.577 208.129 1229 307.526 208.812 1238 308.464 205.35 1238 305.602 202.734 1238 304.028 199.92 1238 303.392 196.605 1238 290.747 221.408 1225 293.039 217.078 1216 296.612 213.903 1225 300.279 214.053 1221 303.911 213.322 1229 308.292 215.864 1238 311.699 219.707 1243 309.11 220.728 1238 305.621 221.56 1229 301.037 222.126 1225 296.539 222.381 1225 293.143 222.102 1225 293.519 220.308 1221 296.234 217.98 1221 300.538 217.12 1221 305.084 217.315 1229 308.666 219.106 1238 305.019 218.17 1229 300.642 218.216 1221 296.513 218.835 1221 272.34 202.802 1247 272.223 208.725 1247 272.828 214.451 1256 274.071 220.246 1256 275.977 225.907 1261 278.89 230.866 1261 283.049 234.479 1256 288.321 237.277 1256 294.795 239.163 1261 302.512 239.632 1261 310.391 238.29 1280 317.488 235.732 1294 323.247 231.858 1304 327.426 227.025 1314 329.788 221.481 1515 330.804 215.585 1536 331.273 209.636 1329 331.08 203.923 1329 330.226 197.904 1294 285.831 198.257 1234 314.341 196.159 1247 299.934 206.656 1229 292.158 185.207 1225 286.13 184.777 1234 278.928 186.005 1247 274.157 189.606 1252 271.761 193.489 1252 305.726 184.01 1247 311.754 182.739 1261 319.555 182.905 1270 325.135 185.827 1284 328.07 189.102 1289
1390385944.325 291.745 197.92 1225 288.996 196.338 1229 285.584 195.994 1234 282.313 197.102 1238 280.061 199.397 1238 282.802 199.769 1234 285.991 199.609 1229 289.144 198.904 1229 308.257 196.682 1238 310.678 194.846 1243 314.124 194.017 1247 317.642 194.65 1256 320.216 196.525 1256 317.617 197.29 1256 314.29 197.526 1247 311.023 197.282 1243 291.776 187.81 1225 286.169 187.358 1234 280.152 188.292 1247 276.524 191.072 1247 274.479 194.466 1243 275.593 195.332 1243 278.149 192.699 1243 281.407 190.991 1243 286.467 190.433 1234 291.647 190.585 1229 306.242 186.583 1247 311.839 185.37 1252 318.385 185.44 1265 322.768 187.768 1265 325.36 190.675 1270 324.295 191.872 1270 321.251 189.599 1261 317.463 188.371 1261 311.99 188.492 1247 306.596 189.353 1247 296.174 197.069 1225 295.706 200.498 1225 294.153 203.524 1225 291.664 206.479 1225 292.805 209.824 1225 297.762 208.524 1225 301.587 208.24 1229 307.505 208.861 1238 308.424 205.384 1238 305.561 202.761 1238 303.984 199.917 1238 303.339 196.563 1238 290.747 221.333 1225 293.089 217.12 1216 296.661 214.027 1221 300.321 214.201 1225 303.932 213.467 1229 308.311 215.942 1238 311.762 219.676 1247 309.136 220.697 1243 305.636 221.518 1234 301.08 222.065 1225 296.599 222.303 1221 293.192 222.024 1225 293.488 220.26 1221 296.269 218.045 1221 300.587 217.233 1221 305.142 217.4 1229 308.763 219.095 1238 305.081 218.154 1229 300.681 218.195 1221 296.534 218.797 1221 272.38 202.5 1247 272.282 208.465 1247 272.899 214.241 1256 274.16 220.09 1256 276.089 225.797 1256 279.049 230.784 1261 283.216 234.382 1256 288.472 237.173 1256 294.914 239.042 1261 302.575 239.52 1261 310.407 238.193 1275 317.461 235.672 1294 323.182 231.835 1304 327.356 227.046 1314 329.734 221.474 1509 330.731 215.543 1309 331.18 209.549 1329 330.97 203.794 1324 330.106 197.73 1289 285.829 198.129 1234 314.231 196.102 1247 299.933 206.7 1229 292.178 185.254 1225 286.143 184.788 1234 278.919 185.973 1252 274.123 189.558 1252 271.707 193.437 1252 305.601 184.096 1247 311.62 182.813 1261 319.413 182.961 1265 325.001 185.877 1280 327.959 189.149 1280
1390385944.388 291.762 197.911 1225 289.018 196.347 1229 285.599 196.013 1234 282.312 197.11 1238 280.031 199.385 1238 282.783 199.751 1234 285.99 199.589 1234 289.159 198.891 1229 308.386 196.711 1238 310.819 194.903 1238 314.273 194.096 1243 317.788 194.727 1256 320.355 196.594 1256 317.749 197.342 1256 314.411 197.565 1247 311.138 197.314 1243 291.864 187.806 1225 286.265 187.359 1234 280.272 188.279 1247 276.618 191.013 1243 274.526 194.365 1243 275.613 195.255 1243 278.206 192.658 1243 281.493 190.975 1243 286.548 190.423 1234 291.729 190.569 1229 306.472 186.619 1247 312.038 185.442 1256 318.532 185.532 1261 322.896 187.825 1265 325.467 190.696 1275 324.412 191.896 1270 321.39 189.652 1261 317.61 188.442 1261 312.173 188.546 1247 306.803 189.374 1243 296.269 197.064 1225 295.779 200.473 1225 294.204 203.488 1225 291.69 206.459 1225 292.841 209.792 1225 297.821 208.444 1225 301.668 208.164 1229 307.533 208.848 1238 308.48 205.391 1238 305.649 202.743 1238 304.082 199.905 1238 303.448 196.572 1238 290.732 221.383 1225 293.06 217.109 1216 296.652 213.972 1221 300.315 214.132 1221 303.938 213.426 1229 308.244 215.957 1238 311.568 219.774 1247 309.022 220.769 1243 305.569 221.584 1234 301.006 222.131 1225 296.509 222.365 1225 293.119 222.072 1225 293.546 220.303 1221 296.269 218.019 1221 300.55 217.182 1221 305.029 217.396 1229 308.526 219.171 1238 304.951 218.213 1225 300.64 218.24 1221 296.539 218.839 1221 272.052 202.521 1247 271.936 208.47 1252 272.544 214.25 1256 273.795 220.095 1256 275.722 225.787 1261 278.681 230.772 1265 282.87 234.383 1261 288.168 237.176 1256 294.659 239.046 1256 302.37 239.524 1261 310.215 238.196 1275 317.264 235.659 1294 322.981 231.81 1299 327.149 227.005 1309 329.537 221.449 1515 330.588 215.545 1536 331.089 209.586 1329 330.924 203.861 1319 330.097 197.852 1294 285.832 198.125 1234 314.365 196.157 1247 299.986 206.666 1229 292.28 185.257 1225 286.256 184.796 1229 279.071 185.96 1252 274.26 189.48 1252 271.797 193.306 1252 305.839 184.143 1247 311.83 182.897 1256 319.56 183.067 1265 325.114 185.943 1280 328.049 189.178 1289
1390385944.450 291.777 197.72 1225 289.032 196.124 1229 285.605 195.783 1234 282.328 196.919 1238 280.079 199.257 1238 282.809 199.629 1234 286.014 199.455 1229 289.181 198.736 1229 308.384 196.476 1238 310.811 194.612 1243 314.271 193.768 1247 317.788 194.413 1256 320.327 196.332 1256 317.741 197.101 1256 314.409 197.338 1247 311.132 197.09 1243 291.95 187.811 1225 286.311 187.383 1234 280.272 188.344 1247 276.577 191.102 1247 274.471 194.489 1243 275.59 195.403 1243 278.175 192.777 1243 281.475 191.061 1243 286.578 190.475 1234 291.809 190.604 1225 306.435 186.582 1247 312.037 185.384 1256 318.578 185.475 1261 322.967 187.762 1265 325.543 190.641 1275 324.477 191.861 1270 321.458 189.611 1261 317.667 188.395 1256 312.187 188.51 1247 306.792 189.361 1243 296.277 196.905 1225 295.773 200.331 1225 294.199 203.356 1225 291.734 206.351 1225 292.901 209.724 1225 297.857 208.383 1225 301.642 208.094 1229 307.469 208.73 1238 308.426 205.231 1238 305.659 202.576 1238 304.098 199.744 1234 303.452 196.393 1238 290.676 221.482 1221 293.042 217.212 1221 296.639 214.066 1221 300.32 214.219 1221 303.968 213.495 1229 308.25 216.003 1238 311.573 219.789 1247 308.987 220.657 1238 305.522 221.384 1234 300.968 221.909 1225 296.495 222.2 1225 293.101 222.016 1225 293.522 220.358 1221 296.278 218.118 1221 300.545 217.28 1221 305 217.465 1229 308.508 219.16 1238 304.897 218.047 1225 300.615 218.036 1221 296.532 218.698 1221 271.925 202.366 1247 271.781 208.399 1247 272.369 214.307 1256 273.59 220.294 1261 275.506 226.141 1261 278.513 231.258 1265 282.732 234.864 1261 288.071 237.608 1256 294.621 239.381 1256 302.347 239.814 1261 310.201 238.467 1275 317.295 235.965 1294 323.03 232.105 1304 327.202 227.271 1314 329.596 221.557 1515 330.627 215.498 1536 331.099 209.4 1329 330.902 203.553 1319 330.043 197.449 1289 285.853 197.953 1234 314.358 195.891 1247 299.986 206.556 1229 292.355 185.234 1225 286.29 184.792 1229 279.069 186.003 1247 274.229 189.545 1252 271.751 193.405 1252 305.811 184.083 1247 311.844 182.815 1261 319.614 182.986 1261 325.173 185.855 1284 328.107 189.098 1284
1390385944.497 291.741 197.67 1225 288.991 196.046 1229 285.56 195.692 1234 282.296 196.868 1238 280.068 199.283 1238 282.811 199.639 1234 286.012 199.451 1229 289.161 198.717 1229 308.304 196.413 1238 310.717 194.514 1243 314.165 193.648 1247 317.677 194.322 1256 320.194 196.306 1256 317.629 197.072 1256 314.312 197.305 1247 311.045 197.047 1243 291.955 187.754 1225 286.272 187.344 1234 280.195 188.366 1243 276.475 191.185 1243 274.36 194.633 1243 275.512 195.563 1243 278.109 192.875 1243 281.43 191.107 1243 286.57 190.481 1234 291.834 190.596 1225 306.282 186.527 1247 311.877 185.332 1252 318.424 185.463 1265 322.817 187.789 1265 325.403 190.707 1275 324.326 191.954 1270 321.297 189.656 1261 317.511 188.401 1261 312.021 188.501 1247 306.646 189.352 1243 296.256 196.864 1225 295.763 200.29 1225 294.209 203.302 1225 291.824 206.295 1225 293.043 209.7 1225 297.989 208.307 1225 301.69 208.022 1229 307.461 208.679 1238 308.419 205.139 1238 305.688 202.474 1238 304.099 199.677 1234 303.403 196.34 1238 290.826 221.625 1225 293.184 217.313 1221 296.764 214.118 1221 300.45 214.263 1221 304.085 213.537 1229 308.346 216.071 1238 311.653 219.898 1247 309.045 220.587 1243 305.589 221.186 1234 301.112 221.661 1225 296.709 222.008 1225 293.298 221.963 1221 293.707 220.429 1221 296.454 218.207 1221 300.69 217.362 1221 305.09 217.549 1229 308.547 219.224 1238 304.959 217.88 1225 300.736 217.797 1221 296.699 218.531 1221 271.77 202.445 1247 271.617 208.562 1252 272.178 214.583 1256 273.373 220.708 1256 275.286 226.701 1261 278.356 231.927 1265 282.666 235.519 1261 288.123 238.191 1256 294.801 239.853 1261 302.594 240.224 1261 310.494 238.86 1275 317.643 236.396 1294 323.397 232.538 1309 327.544 227.672 1314 329.856 221.841 1515 330.762 215.666 1536 331.123 209.465 1334 330.817 203.542 1324 329.859 197.393 1289 285.83 197.921 1234 314.255 195.828 1243 300.041 206.49 1225 292.326 185.148 1225 286.208 184.728 1234 278.948 186.01 1247 274.089 189.625 1252 271.605 193.55 1252 305.665 183.998 1252 311.697 182.73 1261 319.481 182.946 1270 325.044 185.861 1280 327.989 189.147 1284
1390385944.560 291.729 197.65 1225 288.971 195.995 1229 285.544 195.622 1234 282.294 196.827 1238 280.09 199.3 1238 282.827 199.657 1234 286.016 199.465 1229 289.151 198.721 1225 308.277 196.374 1238 310.691 194.437 1243 314.128 193.546 1247 317.629 194.245 1256 320.121 196.284 1256 317.578 197.054 1256 314.281 197.289 1247 311.023 197.027 1243 291.997 187.74 1225 286.281 187.33 1234 280.167 188.394 1243 276.418 191.257 1243 274.296 194.752 1243 275.464 195.713 1243 278.074 192.972 1243 281.412 191.164 1243 286.59 190.513 1234 291.889 190.632 1225 306.171 186.502 1247 311.783 185.297 1252 318.364 185.458 1261 322.767 187.814 1265 325.368 190.769 1275 324.295 192.048 1270 321.243 189.706 1261 317.45 188.417 1261 311.928 188.51 1243 306.542 189.378 1243 296.232 196.846 1225 295.733 200.29 1221 294.177 203.3 1225 291.807 206.277 1225 293.042 209.729 1225 298.055 208.362 1225 301.712 208.078 1229 307.514 208.681 1238 308.466 205.093 1238 305.734 202.441 1238 304.12 199.663 1238 303.393 196.313 1238 290.653 221.688 1221 293.131 217.397 1216 296.78 214.221 1221 300.516 214.374 1221 304.193 213.626 1229 308.53 216.117 1238 311.952 219.898 1243 309.207 220.538 1243 305.68 221.07 1234 301.182 221.52 1225 296.763 221.906 1221 293.273 221.947 1221 293.479 220.473 1221 296.42 218.303 1221 300.761 217.476 1221 305.268 217.618 1229 308.898 219.211 1238 305.136 217.786 1229 300.794 217.681 1221 296.64 218.458 1221 271.714 202.485 1247 271.534 208.697 1247 272.056 214.812 1256 273.212 221.059 1261 275.11 227.193 1261 278.225 232.523 1265 282.597 236.115 1261 288.127 238.748 1256 294.889 240.338 1261 302.729 240.673 1261 310.671 239.307 1280 317.878 236.88 1294 323.668 233.023 1309 327.822 228.132 1529 330.1 222.193 1522 330.932 215.901 1536 331.218 209.59 1329 330.837 203.582 1329 329.817 197.348 1284 285.828 197.904 1234 314.216 195.782 1247 300.063 206.495 1229 292.351 185.107 1221 286.193 184.686 1225 278.892 186.018 1247 274.014 189.683 1252 271.527 193.66 1252 305.556 183.944 1252 311.614 182.664 1256 319.436 182.914 1261 325.002 185.866 1280 327.961 189.192 1284
1390385944.622 291.741 197.722 1225 288.988 196.077 1229 285.571 195.712 1234 282.332 196.921 1238 280.14 199.391 1238 282.869 199.74 1238 286.048 199.543 1229 289.173 198.794 1225 308.238 196.416 1238 310.641 194.48 1243 314.066 193.584 1247 317.559 194.274 1256 320.048 196.302 1256 317.514 197.075 1256 314.227 197.316 1247 310.978 197.061 1243 291.988 187.84 1225 286.288 187.443 1234 280.194 188.516 1243 276.462 191.378 1247 274.353 194.868 1243 275.52 195.823 1243 278.117 193.086 1243 281.441 191.275 1243 286.603 190.616 1234 291.887 190.723 1225 306.118 186.576 1243 311.712 185.364 1252 318.274 185.511 1265 322.668 187.852 1265 325.268 190.793 1270 324.201 192.07 1270 321.153 189.741 1261 317.369 188.463 1261 311.863 188.568 1247 306.494 189.444 1243 296.229 196.911 1225 295.739 200.346 1225 294.194 203.35 1221 291.837 206.324 1225 293.075 209.763 1225 298.07 208.389 1225 301.717 208.099 1229 307.503 208.688 1238 308.444 205.109 1238 305.716 202.47 1238 304.1 199.704 1234 303.368 196.365 1238 290.717 221.692 1221 293.179 217.408 1221 296.811 214.234 1221 300.536 214.379 1221 304.201 213.625 1229 308.531 216.101 1238 311.951 219.864 1247 309.215 220.508 1243 305.699 221.046 1234 301.215 221.503 1225 296.81 221.897 1221 293.33 221.945 1221 293.533 220.475 1221 296.46 218.305 1221 300.787 217.471 1221 305.282 217.604 1229 308.905 219.185 1238 305.15 217.772 1229 300.821 217.676 1221 296.681 218.459 1221 271.795 202.583 1252 271.627 208.778 1247 272.16 214.874 1256 273.326 221.1 1261 275.231 227.212 1261 278.348 232.521 1265 282.714 236.093 1261 288.233 238.707 1256 294.979 240.279 1261 302.797 240.597 1265 310.713 239.219 1280 317.893 236.784 1294 323.659 232.927 1309 327.791 228.042 1309 330.051 222.115 1529 330.867 215.839 1536 331.14 209.546 1329 330.748 203.557 1324 329.718 197.344 1289 285.858 197.987 1234 314.159 195.813 1243 300.069 206.524 1225 292.336 185.214 1221 286.195 184.806 1229 278.918 186.15 1247 274.062 189.814 1252 271.591 193.784 1252 305.5 184.027 1247 311.538 182.739 1256 319.338 182.972 1270 324.894 185.905 1275 327.851 189.214 1280
1390385944.685 291.768 197.778 1225 289.036 196.147 1225 285.631 195.787 1234 282.398 196.987 1238 280.207 199.442 1238 282.913 199.789 1234 286.086 199.593 1229 289.213 198.849 1229 308.347 196.502 1238 310.751 194.585 1243 314.18 193.705 1243 317.671 194.396 1252 320.15 196.425 1256 317.607 197.187 1256 314.306 197.415 1243 311.059 197.153 1243 292.043 187.804 1225 286.384 187.417 1229 280.332 188.485 1243 276.617 191.318 1243 274.515 194.782 1243 275.654 195.753 1243 278.239 193.034 1243 281.549 191.24 1243 286.682 190.584 1234 291.941 190.683 1225 306.306 186.554 1243 311.9 185.374 1252 318.457 185.55 1261 322.833 187.889 1265 325.387 190.818 1270 324.332 192.095 1270 321.309 189.768 1261 317.526 188.489 1256 312.022 188.572 1247 306.644 189.42 1243 296.293 196.979 1225 295.756 200.373 1225 294.172 203.363 1225 291.794 206.363 1225 293.022 209.79 1225 297.959 208.372 1225 301.591 208.085 1229 307.363 208.754 1238 308.356 205.193 1238 305.682 202.53 1238 304.106 199.763 1234 303.415 196.454 1238 290.648 221.806 1221 293.052 217.462 1216 296.654 214.24 1221 300.349 214.379 1221 304.011 213.647 1234 308.274 216.198 1238 311.591 220.041 1247 308.91 220.589 1238 305.428 221.071 1234 300.954 221.51 1225 296.585 221.916 1221 293.166 221.99 1221 293.526 220.57 1221 296.333 218.352 1221 300.57 217.503 1221 304.975 217.679 1229 308.492 219.322 1238 304.818 217.796 1229 300.597 217.655 1221 296.561 218.46 1221 271.802 202.694 1247 271.582 208.834 1247 272.075 214.895 1256 273.184 221.077 1256 275.02 227.155 1265 278.048 232.456 1265 282.357 236.059 1261 287.84 238.699 1261 294.571 240.305 1261 302.394 240.647 1261 310.325 239.305 1280 317.55 236.89 1294 323.371 233.041 1304 327.541 228.149 0 329.843 222.248 1522 330.744 215.995 1536 331.095 209.736 1329 330.782 203.759 1324 329.819 197.569 1289 285.907 198.046 1234 314.259 195.921 1243 299.992 206.556 1229 292.411 185.182 1221 286.31 184.783 1225 279.081 186.118 1247 274.246 189.743 1252 271.779 193.683 1252 305.711 184.011 1247 311.755 182.758 1256 319.543 183.026 1261 325.057 185.96 1284 327.957 189.257 1284
